operator,fold,best_epoch,best_val_rmse_checkpoint,selected_rule_long_quantile,selected_rule_long_threshold,val_rmse,val_mae,val_ic,val_dir_auc,val_trade_auc,val_sign_accuracy,val_long_precision,val_short_precision,val_coverage,val_long_coverage,val_short_coverage,val_gross_pnl,val_net_pnl,val_pnl_per_trade,val_n_trades,val_trade_rate,val_sharpe_like,val_long_trades,val_short_trades,val_long_net_pnl,val_short_net_pnl,val_win_rate,val_applied_rule_long_quantile,val_applied_rule_long_threshold,val_applied_rule_resolved_long_threshold,val_applied_rule_classification_consistent,val_bench_zero_rmse,val_bench_zero_mae,val_bench_zero_ic,val_bench_last_rmse,val_bench_last_mae,val_bench_last_ic,test_rmse,test_mae,test_ic,test_dir_auc,test_trade_auc,test_sign_accuracy,test_long_precision,test_short_precision,test_coverage,test_long_coverage,test_short_coverage,test_gross_pnl,test_net_pnl,test_pnl_per_trade,test_n_trades,test_trade_rate,test_sharpe_like,test_long_trades,test_short_trades,test_long_net_pnl,test_short_net_pnl,test_win_rate,test_applied_rule_long_quantile,test_applied_rule_long_threshold,test_applied_rule_resolved_long_threshold,test_applied_rule_classification_consistent,test_bench_zero_rmse,test_bench_zero_mae,test_bench_zero_ic,test_bench_last_rmse,test_bench_last_mae,test_bench_last_ic
rel_conv,3.0,9.2,0.002575743315273389,0.21250000000000002,0.001,0.002575743315273389,0.0019289371514790304,0.025672073761890853,0.49947111431460767,0.5031298892328537,0.570074629948882,0.570074629948882,,0.10141342756183744,0.10141342756183744,0.0,0.03891926642645558,0.02531926642645558,0.00043457120618160924,68.0,0.060070671378091876,1.5148115604862347,68.0,0.0,0.02531926642645558,0.0,0.552601353448811,0.21250000000000002,0.001,0.0007509554641321302,1.0,0.0024354624406999832,0.0017961560338647538,,0.005851409670190202,0.004320035323104863,-0.00022630985961708488,0.0028059780050110174,0.002105845483482572,0.01760817155023231,0.5067726842925955,0.5003999682243692,0.5554706355591311,0.5554706355591311,,0.10256407389184596,0.10256407389184596,0.0,0.02139395934877939,0.007193959348779391,0.00012025302037170686,71.0,0.061263250883392226,0.4239971117816846,71.0,0.0,0.007193959348779391,0.0,0.5003736082299648,0.21250000000000002,0.001,0.0007444969655945896,1.0,0.0026784226888498957,0.0019855173573108094,,0.006458836782579465,0.004760504298196333,-0.005658415568087332
