operator,fold,best_epoch,best_val_rmse_checkpoint,selected_rule_long_quantile,val_rmse,val_mae,val_ic,val_dir_auc,val_trade_auc,val_sign_accuracy,val_long_precision,val_short_precision,val_coverage,val_long_coverage,val_short_coverage,val_gross_pnl,val_net_pnl,val_pnl_per_trade,val_n_trades,val_trade_rate,val_sharpe_like,val_long_trades,val_short_trades,val_long_net_pnl,val_short_net_pnl,val_win_rate,val_applied_rule_long_quantile,val_applied_rule_resolved_long_threshold,val_applied_rule_classification_consistent,val_bench_zero_rmse,val_bench_zero_mae,val_bench_zero_ic,val_bench_last_rmse,val_bench_last_mae,val_bench_last_ic,test_rmse,test_mae,test_ic,test_dir_auc,test_trade_auc,test_sign_accuracy,test_long_precision,test_short_precision,test_coverage,test_long_coverage,test_short_coverage,test_gross_pnl,test_net_pnl,test_pnl_per_trade,test_n_trades,test_trade_rate,test_sharpe_like,test_long_trades,test_short_trades,test_long_net_pnl,test_short_net_pnl,test_win_rate,test_applied_rule_long_quantile,test_applied_rule_resolved_long_threshold,test_applied_rule_classification_consistent,test_bench_zero_rmse,test_bench_zero_mae,test_bench_zero_ic,test_bench_last_rmse,test_bench_last_mae,test_bench_last_ic
rel_gatv2,3.0,11.8,0.002445614621297919,0.16999999999999998,0.002445614621297919,0.0018166362215292502,0.06102173622117061,0.511026564246816,0.496714031361967,0.5730233174350822,0.5730233174350822,,0.10176678445229684,0.10176678445229684,0.0,0.0381806531418988,0.026220653141898802,0.0003963443313484211,59.8,0.05282685512367491,1.0444733664076846,59.8,0.0,0.026220653141898802,0.0,0.5255754475703325,0.16999999999999998,0.00046355729922652243,1.0,0.0024354624406999832,0.0017961560338647538,,0.005851409670190202,0.004320035323104863,-0.00022630985961708488,0.0026898039770487177,0.0019995510234394765,0.04567026231945735,0.5095061744889235,0.48913134850406204,0.5339125844915319,0.5339125844915319,,0.10020463389542425,0.10020463389542425,0.0,0.013481578983191866,0.002041578983191865,1.4862311588381173e-05,57.2,0.04883258039987476,-0.060090397498419656,57.2,0.0,0.002041578983191865,0.0,0.4845024473152694,0.16999999999999998,0.0004911799356341363,1.0,0.0026784226888498957,0.0019855173573108094,,0.006458836782579465,0.004760504298196333,-0.005658415568087332
