operator,fold,best_epoch,best_val_rmse_checkpoint,selected_signal_threshold,val_rmse,val_mae,val_ic,val_dir_auc,val_trade_auc,val_sign_accuracy,val_long_precision,val_short_precision,val_coverage,val_gross_pnl,val_net_pnl,val_pnl_per_trade,val_n_trades,val_trade_rate,val_sharpe_like,val_bench_zero_rmse,val_bench_zero_mae,val_bench_zero_ic,val_bench_last_rmse,val_bench_last_mae,val_bench_last_ic,test_rmse,test_mae,test_ic,test_dir_auc,test_trade_auc,test_sign_accuracy,test_long_precision,test_short_precision,test_coverage,test_gross_pnl,test_net_pnl,test_pnl_per_trade,test_n_trades,test_trade_rate,test_sharpe_like,test_bench_zero_rmse,test_bench_zero_mae,test_bench_zero_ic,test_bench_last_rmse,test_bench_last_mae,test_bench_last_ic
edge_mpnn,1,4,0.0019059374979419322,0.0015406586229801179,0.0019059374979419322,0.0014588434774097099,-0.03284878446706273,0.482731312830164,0.5145423843296184,0.5964912280701754,0.5964912280701754,,0.05013192612137203,0.011128699448818224,0.0031286994488182217,7.821748622045554e-05,40,0.03518029903254178,0.2668640399784873,0.0016894794284570366,0.0012389073266061764,,0.004075809935155283,0.0030453477760667845,0.01737560051257878,0.002100604936340593,0.0015287726674864904,0.022241132674109536,0.5023186033824332,0.5240790513833992,0.5238095238095238,0.4666666666666667,0.6666666666666666,0.018469656992084433,0.005935475869591755,0.0023354758695917546,0.00012974865942176413,18,0.0158311345646438,0.33147872088623326,0.0019552533532846902,0.0013947589706928155,,0.004864851120546119,0.0034982421864364482,-0.01506403237090507
edge_mpnn,2,13,0.0019603786143672104,0.0001659095287322998,0.0019603786143672104,0.0013995732166684643,0.027031534930505925,0.5184046892823488,0.48453359683794467,0.5149384885764499,0.5151515151515151,0.5146443514644351,0.5004397537379067,0.03615769821408321,-0.0008423017859168032,-4.5529826265773145e-06,185,0.1627088830255057,-0.03199704931411024,0.0019524130539231336,0.0013915367997416935,,0.004853664330208282,0.0034841152901960173,-0.015214341545979572,0.002366835414983436,0.0018055901743905863,0.0453407976535177,0.5071692833533654,0.49125475285171105,0.5295109612141653,0.5685279187817259,0.45226130653266333,0.5215479331574319,0.06378328345817863,0.026183283458178615,0.0001392727843520139,188,0.16534740545294635,0.8622223061352575,0.0023718807976688717,0.0018021454835828623,,0.005604476510063311,0.004203116818950213,0.006218225638479744
edge_mpnn,3,12,0.002361043579604371,0.00025819391012191776,0.002361043579604371,0.0018012456603817557,0.03483011422665787,0.48581680033769525,0.497399910534556,0.5340659340659341,0.5340659340659341,,0.4001759014951627,0.05855275185422215,0.02655275185422214,0.00016595469908888837,160,0.14072119613016712,0.8225605902741026,0.002374133393129944,0.0018052288185011517,,0.005613418040758057,0.0042164855862590524,0.006677878533170031,0.003387134229484251,0.0023977028909826104,0.03648534934438531,0.5164286846793071,0.563517115600449,0.5323590814196242,0.5323590814196242,,0.4212840809146878,0.028557256864587544,-0.004242743135412449,-2.5870384972027128e-05,164,0.1442392260334213,-0.08981338172993095,0.0033863158514256643,0.0024012011825486194,,0.008189386546463649,0.005750472401464318,-0.018642579708784596
