operator,graph_operator,selected_cv_bundle_name,production_bundle_name,cv_mean_test_selection_score,cv_mean_test_dir_auc,cv_mean_test_pnl_sum,post_cv_holdout_selection_score,post_cv_holdout_dir_auc,post_cv_holdout_pnl_sum,production_holdout_selection_score,production_holdout_dir_auc,production_holdout_trade_auc,production_holdout_rmse,production_holdout_ic,production_holdout_pnl_sum,production_holdout_pnl_per_trade,production_thr_trade,production_thr_dir
dynamic_edge_mpnn,dynamic_edge_mpnn,dynamic_edge_mpnn_fold_04_best,dynamic_edge_mpnn_production_best,0.3051305346508566,0.521524978367234,-0.022926185409951907,0.304254763230385,0.5255177345537757,-0.09570553905715352,0.2589382165807585,0.48327517162471395,0.5337497260574184,0.00746124818576783,-0.09692315099566641,-0.052347170024245854,-0.00029408522485531376,0.5,0.55
