model_name,rmse,mae,ic,dir_auc,trade_auc,sign_accuracy,long_precision,short_precision,coverage,gross_pnl,net_pnl,pnl_per_trade,n_trades,trade_rate,sharpe_like,bench_zero_rmse,bench_last_rmse,selected_signal_threshold,evaluation_protocol
fold_01_best,0.0029407928955315246,0.0021124182961033185,0.02568301645052845,0.511980206807793,0.4346483785822021,0.5625,0.5625,,0.016736401673640166,0.006313286256045103,0.0035132862560451014,0.00025094901828893584,14,0.014644351464435146,0.401824147667098,0.0028607235666680522,0.007107732034260672,0.0012697655707597732,post_cv_best_model_on_holdout
production_best,0.0028568990457456638,0.0020868444707429676,0.06884920777835182,0.515661474282164,0.5049176721970839,0.46938775510204084,0.7083333333333334,0.44814814814814813,0.3075313807531381,0.06748534317148369,0.04188534317148367,0.0003272292435272162,128,0.13389121338912133,1.287739024824169,0.0028607235666680522,0.007107732034260672,0.0002147883176803589,full_refit_production_on_holdout
