operator,graph_operator,selected_cv_bundle_name,production_bundle_name,cv_mean_test_rmse,cv_mean_test_ic,cv_mean_test_net_pnl,cv_mean_test_pnl_per_trade,post_cv_holdout_rmse,post_cv_holdout_ic,post_cv_holdout_net_pnl,production_holdout_rmse,production_holdout_ic,production_holdout_long_precision,production_holdout_short_precision,production_holdout_net_pnl,production_holdout_pnl_per_trade,production_selected_candidate_name,production_selected_execution_mode,production_selected_threshold_mode,production_frozen_long_threshold,production_frozen_short_threshold,production_frozen_abs_threshold
dynamic_edge_mpnn,dynamic_edge_mpnn,dynamic_edge_mpnn_fold_02_best,dynamic_edge_mpnn_production_best,0.005413187355247489,0.040685757801301514,0.0005354271569269239,-0.00020141207690551312,0.00676074585603746,-0.04323824362906913,-0.006440539126825755,0.002907175490332709,0.034558445789750786,0.5393700787401575,,-0.008553923346639208,-7.011412579212465e-05,long_only_quantile,long_only,quantile,0.00022995471954345703,,
