operator,graph_operator,cv_mean_test_rmse,cv_mean_test_mae,cv_mean_test_ic,cv_mean_test_dir_auc,cv_mean_test_trade_auc,cv_mean_test_sign_accuracy,cv_mean_test_long_precision,cv_mean_test_short_precision,cv_mean_test_net_pnl,cv_mean_test_pnl_per_trade,cv_mean_test_sharpe_like
dynamic_edge_mpnn,dynamic_edge_mpnn,0.005413187355247489,0.004380353527885587,0.040685757801301514,0.5170815228948838,0.5322982735282169,0.5580447006504925,0.5580447006504925,,0.0005354271569269239,-0.00020141207690551312,-0.1891570808535475
